BAJFINANCE,BAJAJFINSV,PGHL,IGL,UNOMINDA,OLECTRA,TATAMETALI,BATAINDIA,HDFCBANK,DHANI,BHARATRAS,RELIANCE,HONAUT,HEG,CUB,AARTIIND,PCBL,HINDUNILVR,BIOCON,KEI,GRAPHITE,PIDILITIND,SUNDRMFAST,MAHSCOOTER,ESCORTS,BALKRISIND,BERGEPAINT,COROMANDEL,SUDARSCHEM,HSCL,PGHH,KOTAKBANK,GARFIBRES,ALKYLAMINE,JSWSTEEL,NAUKRI,COFORGE,ATUL,SRF,WSTCSTPAPR,start,end,sharpe_ratio,returns,risk,method
594.0838623046875,197.5274658203125,609.5687255859375,96.67950439453124,29.51553726196289,20.080251693725582,95.50595092773438,476.3294372558594,514.283203125,24.8293571472168,1059.2261962890625,481.8385009765625,8785.7666015625,153.8817901611328,73.40218353271484,123.02902221679688,10.309450149536133,756.8408203125,84.31012725830078,115.23509216308594,61.0092658996582,531.0521850585938,155.75888061523438,1215.0931396484375,165.98348999023438,300.4541320800781,146.84779357910156,167.988037109375,105.37152099609376,14.782143592834473,4844.34228515625,724.1715698242188,406.51953125,134.6267547607422,86.18438720703125,852.6918334960938,513.6286010742188,1613.742919921875,242.12017822265625,59.15333938598633,,,,,,
589.8543090820312,195.10791015625,604.12548828125,95.26677703857422,30.312036514282227,19.930400848388672,94.16751861572266,470.4655151367188,505.6625671386719,24.31499671936035,1096.4873046875,472.3236999511719,8813.8115234375,148.00421142578125,73.08442687988281,122.02153778076172,10.095658302307127,759.0056762695312,86.41303253173828,113.3332061767578,61.22171401977539,533.0596923828125,153.15670776367188,1199.744873046875,161.30238342285156,301.3321533203125,148.11277770996094,167.0594482421875,102.6957015991211,13.747394561767578,4841.53173828125,702.3145751953125,404.9205932617188,127.23011016845705,87.66976165771484,807.0050659179688,516.2073974609375,1635.797607421875,239.0532073974609,58.18490982055664,,,,,,
584.5331420898438,193.76370239257807,601.42333984375,102.09186553955078,30.23641014099121,19.930400848388672,97.84818267822266,462.4773254394531,501.8365783691406,24.17472076416016,1105.76513671875,476.998046875,8810.7568359375,148.6856689453125,72.2105941772461,122.67755889892578,10.31340789794922,749.241943359375,86.40494537353516,116.55178833007812,60.90303421020508,542.6195678710938,153.0172882080078,1200.6021728515625,165.49586486816406,301.4708557128906,144.7395477294922,164.36209106445312,103.75679779052734,13.747394561767578,4775.52294921875,704.754150390625,406.8102111816406,130.01992797851562,90.89222717285156,796.4431762695312,509.6270751953125,1634.449462890625,245.7814483642578,63.06728744506836,,,,,,
595.1948852539062,193.0218963623047,598.6822509765625,104.1559066772461,29.462438583374023,19.630693435668945,96.93997192382812,461.60009765625,504.05657958984375,23.52008628845215,1098.3828125,489.8346862792969,8784.287109375,145.74688720703125,72.17088317871094,120.96721649169922,10.55887222290039,744.912353515625,84.72262573242188,116.30795288085938,59.557498931884766,538.1265869140625,152.08798217773438,1213.3782958984375,162.91151428222656,301.932861328125,142.60316467285156,164.2736358642578,100.98870849609376,15.669072151184082,4876.24462890625,700.6216430664062,397.943359375,126.77123260498048,88.80265808105469,786.2205810546875,505.9367065429688,1614.7542724609375,258.3561096191406,59.03227996826172,,,,,,
595.1023559570312,191.8768615722656,585.8377075195312,102.78904724121094,27.9901180267334,20.03030014038086,93.45050811767578,458.7372741699219,498.9078369140625,23.0992488861084,1073.691650390625,480.8419189453125,8789.265625,139.74156188964844,71.45591735839844,119.70201873779295,10.000642776489258,724.7664184570312,82.70869445800781,112.79676055908205,58.14115524291992,532.1992797851562,151.48387145996094,1169.7767333984375,155.10972595214844,301.563232421875,142.26583862304688,157.15440368652344,97.7131576538086,13.106834411621094,4852.9443359375,688.722412109375,380.6941223144531,127.17504119873048,86.12984466552734,793.8270874023438,478.236572265625,1567.611328125,250.20941162109372,57.29721450805664,,,,,,
615.3929443359375,199.1802978515625,592.3382568359375,103.66971588134766,28.585485458374023,19.7305965423584,95.36254119873048,451.6726989746094,501.8128662109375,23.28628921508789,1080.974365234375,486.77386474609375,8774.724609375,140.63597106933594,71.25732421875,118.90541076660156,10.087739944458008,715.5771484375,83.81675720214844,118.94132995605467,57.32675552368164,532.6295776367188,154.4113311767578,1198.2442626953125,158.81558227539062,301.262939453125,141.90040588378906,160.47084045410156,100.7119140625,13.747394561767578,4926.8642578125,692.1575927734375,387.6712951660156,127.65229034423828,87.37183380126953,818.2449340820312,476.6358947753906,1571.6080322265625,252.57676696777344,58.10421752929688,,,,,,
614.5841064453125,193.5048370361328,595.3143920898438,108.53166961669922,28.897640228271484,19.98035049438477,93.83291625976562,449.5025024414063,500.0415649414063,23.33304977416992,1086.112060546875,499.04107666015625,8677.33203125,139.91189575195312,69.46993255615234,119.20999145507812,9.866032600402832,717.2559204101562,84.52851104736328,120.94076538085938,56.72480392456055,527.562744140625,154.96893310546875,1167.075927734375,154.76837158203125,296.08697509765625,137.5714569091797,158.25987243652344,100.25056457519533,13.156109809875488,4924.39990234375,697.8833618164062,388.6888732910156,127.48704528808594,85.56758880615234,798.0419921875,482.015869140625,1555.9100341796875,248.3212432861328,57.53932189941406,,,,,,
605.0916748046875,194.9087677001953,597.8599853515625,105.99061584472656,27.787372589111328,19.630693435668945,93.35490417480467,450.1027526855469,494.53851318359375,22.95897102355957,1047.65380859375,496.12249755859375,8683.1484375,139.4434051513672,67.60310363769531,120.65091705322266,9.806645393371582,724.2804565429688,83.88146209716797,119.47777557373048,56.76021194458008,522.01806640625,155.2477569580078,1158.115478515625,152.7204132080078,298.8829040527344,138.7239532470703,155.60671997070312,99.0049285888672,13.156109809875488,4877.75634765625,689.0708618164062,380.6457214355469,128.64334106445312,84.99273681640625,794.5537719726562,494.8656311035156,1526.3914794921875,249.6822967529297,58.62877655029297,,,,,,
592.3296508789062,197.8909149169922,585.4068603515625,105.35762786865234,26.98122215270996,19.281036376953125,92.06428527832033,443.4998779296875,500.7737426757813,22.53813362121582,1047.553955078125,511.0234680175781,8737.7607421875,134.4602508544922,65.41851043701172,118.34310913085938,9.410737991333008,735.8113403320312,82.40943145751953,116.9906768798828,54.74192428588867,525.2684936523438,150.08985900878906,1124.4176025390625,145.1624298095703,299.22955322265625,139.061279296875,152.11343383789062,99.4201431274414,13.796667098999023,4806.38720703125,686.2328491210938,385.0549011230469,128.5515899658203,84.22909545898438,810.8807983398438,485.8840637207031,1502.9403076171875,241.84225463867188,57.13581085205078,,,,,,
592.1397705078125,194.0524444580078,580.7467651367188,102.49552154541016,26.102657318115234,19.03128242492676,90.8692626953125,430.6635437011719,495.8611755371094,22.070539474487305,1016.8770141601562,503.8103637695313,8775.21875,132.2880859375,66.45121765136719,117.76908111572266,9.20882511138916,730.9515380859375,83.75204467773438,115.7227554321289,54.246192932128906,532.4383544921875,146.69772338867188,1114.7713623046875,141.5053253173828,298.5824890136719,144.34600830078125,151.7154541015625,96.23685455322266,13.796667098999023,4829.2548828125,681.2042846679688,374.3468322753906,125.11936950683594,84.2081069946289,783.555908203125,507.13714599609375,1477.9964599609375,236.7337646484375,55.64286422729492,,,,,,
